netH,netCharge,molW,kyleD,a_a,c_c,d_d,e_e,f_f,g_g,h_h,i_i,k_k,l_l,m_m,n_n,p_p,q_q,r_r,s_s,t_t,v_v,w_w,y_y,tiny,small,large,aliphatic,aromatic,total_charged,negative_charged,positive_charged,polar,neutral,hydrophobic,label
5,1,996.17,-0.51428571,0,0.14285714,0,0,0.14285714,0,0.14285714,0,0.14285714,0,0,0,0,0,0,0,0,0,0.28571429,0,0.14285714,0.28571429,0.42857143,0,0.57142857,0.28571429,0,0.28571429,0.14285714,0.14285714,0.57142857,antiviral_peptide
5,1,973.12,-0.57142857,0,0.14285714,0,0,0.14285714,0,0.14285714,0,0.14285714,0,0,0,0,0,0,0,0,0,0.14285714,0.14285714,0.14285714,0.28571429,0.42857143,0,0.57142857,0.28571429,0,0.28571429,0.14285714,0.28571429,0.42857143,antiviral_peptide
41,-5,5155.46,-1.24324324,0,0,0.02702703,0.16216216,0,0,0.02702703,0.10810811,0.02702703,0.05405405,0.05405405,0.16216216,0,0.08108108,0.02702703,0.08108108,0.05405405,0,0.08108108,0.02702703,0.16216216,0.67567568,0.13513514,0.16216216,0.13513514,0.27027027,0.18918919,0.08108108,0.48648649,0.18918919,0.2972973,antiviral_peptide
19,4,2222.56,-1,0.05882353,0,0,0.05882353,0.05882353,0.05882353,0,0.05882353,0.17647059,0.05882353,0.05882353,0,0.05882353,0.05882353,0.11764706,0.05882353,0,0,0,0.05882353,0.17647059,0.52941177,0.23529412,0.11764706,0.11764706,0.35294118,0.05882353,0.29411765,0.41176471,0.29411765,0.23529412,antiviral_peptide
19,0,3942.44,0.08709677,0,0.19354839,0.03225807,0.06451613,0.03225807,0.03225807,0.03225807,0.06451613,0.09677419,0.03225807,0,0.06451613,0.06451613,0,0,0.06451613,0.03225807,0.09677419,0.03225807,0.03225807,0.35483871,0.51612903,0.09677419,0.19354839,0.12903226,0.22580645,0.09677419,0.12903226,0.25806452,0.25806452,0.4516129,antiviral_peptide
19,0,3942.44,0.10967742,0,0.19354839,0.03225807,0.06451613,0.03225807,0.03225807,0.03225807,0.09677419,0.09677419,0,0,0.06451613,0.06451613,0,0,0.06451613,0.03225807,0.09677419,0.03225807,0.03225807,0.35483871,0.51612903,0.09677419,0.19354839,0.12903226,0.22580645,0.09677419,0.12903226,0.25806452,0.25806452,0.4516129,antiviral_peptide
13,3,1606.84,-0.46153846,0,0.15384615,0,0,0,0,0,0,0.07692308,0.07692308,0,0,0.15384615,0,0.15384615,0.15384615,0,0.07692308,0,0.07692308,0.30769231,0.38461539,0.23076923,0.15384615,0.07692308,0.23076923,0,0.23076923,0.23076923,0.38461539,0.30769231,antiviral_peptide
13,3,1772.03,-0.22857143,0,0.14285714,0,0,0.07142857,0,0,0,0.07142857,0.07142857,0,0,0.14285714,0,0.14285714,0.14285714,0,0.07142857,0,0.07142857,0.28571429,0.35714286,0.28571429,0.14285714,0.14285714,0.21428571,0,0.21428571,0.21428571,0.35714286,0.35714286,antiviral_peptide
13,3,1937.22,-0.02666667,0,0.13333333,0,0,0.13333333,0,0,0,0.06666667,0.06666667,0,0,0.13333333,0,0.13333333,0.13333333,0,0.06666667,0,0.06666667,0.26666667,0.33333333,0.33333333,0.13333333,0.2,0.2,0,0.2,0.2,0.33333333,0.4,antiviral_peptide
11,-1,1344.38,-1.36363636,0.09090909,0,0.09090909,0.09090909,0,0,0,0,0.09090909,0.09090909,0,0.09090909,0,0.09090909,0,0,0.18181818,0,0,0.09090909,0.36363636,0.45454546,0.09090909,0.09090909,0.09090909,0.27272727,0.18181818,0.09090909,0.45454546,0.36363636,0.09090909,antiviral_peptide
7,-1,2504.82,0.59047619,0.0952381,0.14285714,0.04761905,0,0.04761905,0.0952381,0,0,0,0.04761905,0,0.04761905,0.14285714,0.04761905,0,0,0,0.14285714,0.0952381,0,0.38095238,0.42857143,0.14285714,0.19047619,0.14285714,0.04761905,0.04761905,0,0.14285714,0.33333333,0.47619048,antiviral_peptide
7,-1,2600.92,0.8,0.0952381,0.0952381,0.04761905,0.04761905,0.19047619,0,0,0.0952381,0.04761905,0.04761905,0,0.04761905,0.14285714,0,0,0.04761905,0,0.04761905,0,0,0.28571429,0.47619048,0.19047619,0.19047619,0.19047619,0.14285714,0.0952381,0.04761905,0.19047619,0.28571429,0.47619048,antiviral_peptide
6,0,2582.95,0.89047619,0.0952381,0.0952381,0,0.04761905,0.19047619,0,0,0.0952381,0.04761905,0.04761905,0,0.04761905,0.19047619,0,0,0.04761905,0,0.04761905,0,0,0.23809524,0.52380952,0.19047619,0.19047619,0.19047619,0.0952381,0.04761905,0.04761905,0.14285714,0.33333333,0.47619048,antiviral_peptide
4,0,2505.9,1.19047619,0.14285714,0.0952381,0,0.04761905,0.14285714,0,0,0.0952381,0.04761905,0.0952381,0,0,0.19047619,0,0,0.04761905,0,0.04761905,0,0,0.28571429,0.52380952,0.14285714,0.23809524,0.14285714,0.0952381,0.04761905,0.04761905,0.0952381,0.38095238,0.47619048,antiviral_peptide
4,0,2553.96,1.15238095,0.04761905,0.0952381,0,0.04761905,0.19047619,0.04761905,0,0.0952381,0.04761905,0.04761905,0,0,0.19047619,0,0,0.04761905,0,0.0952381,0,0,0.23809524,0.52380952,0.19047619,0.23809524,0.19047619,0.0952381,0.04761905,0.04761905,0.0952381,0.33333333,0.52380952,antiviral_peptide
6,0,2611.01,1.00476191,0.04761905,0.0952381,0,0.04761905,0.19047619,0,0,0.0952381,0.04761905,0.04761905,0,0.04761905,0.19047619,0,0,0.04761905,0,0.0952381,0,0,0.19047619,0.57142857,0.19047619,0.23809524,0.19047619,0.0952381,0.04761905,0.04761905,0.14285714,0.28571429,0.52380952,antiviral_peptide
4,0,2463.84,1,0.04761905,0.0952381,0,0.04761905,0.14285714,0.0952381,0,0.0952381,0.04761905,0.04761905,0,0,0.19047619,0,0,0.04761905,0,0.0952381,0,0,0.28571429,0.52380952,0.14285714,0.23809524,0.14285714,0.0952381,0.04761905,0.04761905,0.0952381,0.38095238,0.47619048,antiviral_peptide
6,0,2576.99,1.05238095,0.04761905,0.0952381,0,0.04761905,0.14285714,0,0,0.0952381,0.04761905,0.0952381,0,0.04761905,0.19047619,0,0,0.04761905,0,0.0952381,0,0,0.19047619,0.61904762,0.14285714,0.28571429,0.14285714,0.0952381,0.04761905,0.04761905,0.14285714,0.28571429,0.52380952,antiviral_peptide
5,-1,2549.92,0.83333333,0.04761905,0.0952381,0,0.0952381,0.14285714,0.04761905,0,0.0952381,0.04761905,0.0952381,0,0,0.19047619,0,0,0.04761905,0,0.04761905,0,0,0.23809524,0.57142857,0.14285714,0.23809524,0.14285714,0.14285714,0.0952381,0.04761905,0.14285714,0.33333333,0.47619048,antiviral_peptide
10,-2,5187.92,0.86829268,0.04878049,0.04878049,0,0.09756098,0.19512195,0.04878049,0,0.09756098,0.04878049,0.09756098,0,0,0.19512195,0,0,0.04878049,0,0.04878049,0,0,0.19512195,0.58536585,0.19512195,0.24390244,0.19512195,0.14634146,0.09756098,0.04878049,0.14634146,0.34146342,0.48780488,antiviral_peptide
5,-1,2589.96,0.96190476,0.04761905,0,0,0.0952381,0.19047619,0.04761905,0,0.14285714,0.04761905,0.04761905,0,0,0.19047619,0,0,0.04761905,0,0.0952381,0,0,0.14285714,0.61904762,0.19047619,0.28571429,0.19047619,0.14285714,0.0952381,0.04761905,0.14285714,0.33333333,0.47619048,antiviral_peptide
6,-1,2685.11,0.76666667,0.04761905,0.0952381,0,0.0952381,0.19047619,0,0,0.0952381,0.04761905,0.04761905,0.04761905,0.04761905,0.19047619,0,0,0,0,0.04761905,0,0,0.14285714,0.61904762,0.19047619,0.19047619,0.19047619,0.14285714,0.0952381,0.04761905,0.19047619,0.23809524,0.52380952,antiviral_peptide
4,-1,2594.04,0.96190476,0.04761905,0.0952381,0,0.0952381,0.14285714,0.04761905,0,0.0952381,0.04761905,0.0952381,0.04761905,0,0.19047619,0,0,0,0,0.04761905,0,0,0.19047619,0.61904762,0.14285714,0.23809524,0.14285714,0.14285714,0.0952381,0.04761905,0.14285714,0.28571429,0.52380952,antiviral_peptide
6,-1,2651.09,0.81428571,0.04761905,0.0952381,0,0.0952381,0.14285714,0,0,0.0952381,0.04761905,0.0952381,0.04761905,0.04761905,0.19047619,0,0,0,0,0.04761905,0,0,0.14285714,0.66666667,0.14285714,0.23809524,0.14285714,0.14285714,0.0952381,0.04761905,0.19047619,0.23809524,0.52380952,antiviral_peptide
6,0,2663.12,0.67142857,0.04761905,0,0,0.0952381,0.19047619,0.04761905,0,0.0952381,0.0952381,0.0952381,0.04761905,0,0.19047619,0,0,0,0,0.04761905,0,0,0.0952381,0.66666667,0.19047619,0.23809524,0.19047619,0.19047619,0.0952381,0.0952381,0.19047619,0.28571429,0.47619048,antiviral_peptide
5,-1,2601.98,0.66190476,0.04761905,0.0952381,0,0.0952381,0.19047619,0.04761905,0,0.04761905,0.04761905,0.04761905,0.04761905,0,0.19047619,0,0,0.04761905,0,0.04761905,0,0,0.23809524,0.52380952,0.19047619,0.14285714,0.19047619,0.14285714,0.0952381,0.04761905,0.14285714,0.33333333,0.47619048,antiviral_peptide
8,-2,2654.96,0.48571429,0.0952381,0,0.04761905,0.0952381,0.19047619,0,0,0.0952381,0.04761905,0.04761905,0.04761905,0.04761905,0.14285714,0,0,0.04761905,0,0.04761905,0,0,0.19047619,0.57142857,0.19047619,0.19047619,0.19047619,0.19047619,0.14285714,0.04761905,0.23809524,0.28571429,0.42857143,antiviral_peptide
5,-1,2622.02,0.81904762,0.04761905,0,0,0.0952381,0.19047619,0.04761905,0,0.0952381,0.04761905,0.0952381,0.04761905,0,0.19047619,0,0,0.04761905,0,0.04761905,0,0,0.14285714,0.61904762,0.19047619,0.23809524,0.19047619,0.14285714,0.0952381,0.04761905,0.14285714,0.33333333,0.47619048,antiviral_peptide
7,-1,2602.97,0.65714286,0.0952381,0,0,0.0952381,0.14285714,0,0,0.14285714,0.04761905,0.04761905,0.04761905,0.04761905,0.19047619,0,0,0.04761905,0,0.04761905,0,0,0.14285714,0.66666667,0.14285714,0.23809524,0.14285714,0.14285714,0.0952381,0.04761905,0.19047619,0.33333333,0.42857143,antiviral_peptide
5,-1,2559.94,0.87619048,0.14285714,0,0,0.0952381,0.14285714,0,0,0.0952381,0.04761905,0.0952381,0.04761905,0,0.19047619,0,0,0.04761905,0,0.04761905,0,0,0.19047619,0.61904762,0.14285714,0.23809524,0.14285714,0.14285714,0.0952381,0.04761905,0.14285714,0.38095238,0.42857143,antiviral_peptide
9,0,2646.05,0.37142857,0.04761905,0,0,0.0952381,0.14285714,0,0,0.0952381,0.0952381,0.04761905,0.04761905,0.04761905,0.19047619,0,0,0.04761905,0,0.0952381,0,0,0.0952381,0.71428571,0.14285714,0.23809524,0.14285714,0.19047619,0.0952381,0.0952381,0.23809524,0.28571429,0.42857143,antiviral_peptide
35,-5,5058.42,-0.76756757,0.02702703,0,0.02702703,0.16216216,0.02702703,0,0.02702703,0.08108108,0.05405405,0.16216216,0,0.10810811,0,0.10810811,0,0.08108108,0.02702703,0,0.08108108,0,0.16216216,0.7027027,0.10810811,0.24324324,0.13513514,0.27027027,0.18918919,0.08108108,0.45945946,0.16216216,0.35135135,antiviral_peptide
44,6,5073.78,-0.65263158,0,0,0.05263158,0.07894737,0.05263158,0.05263158,0,0.07894737,0.15789474,0.15789474,0,0.02631579,0.02631579,0.02631579,0.13157895,0.05263158,0.02631579,0.05263158,0,0,0.18421053,0.60526316,0.18421053,0.28947368,0.05263158,0.42105263,0.13157895,0.28947368,0.47368421,0.15789474,0.34210526,antiviral_peptide
9,0,2299.66,0.64736842,0.15789474,0,0.05263158,0,0,0.10526316,0.05263158,0.15789474,0,0.10526316,0.10526316,0,0.05263158,0.05263158,0.05263158,0,0,0,0.05263158,0,0.31578947,0.52631579,0.10526316,0.2631579,0.10526316,0.15789474,0.05263158,0.10526316,0.15789474,0.36842105,0.42105263,antiviral_peptide
8,1,1534.7,-0.19230769,0.07692308,0,0,0,0.07692308,0,0.07692308,0,0,0.15384615,0,0,0.23076923,0,0.07692308,0.07692308,0.15384615,0,0,0,0.30769231,0.46153846,0.15384615,0.15384615,0.15384615,0.15384615,0,0.15384615,0.07692308,0.61538462,0.23076923,antiviral_peptide
10,2,1453.66,0.15454546,0,0.18181818,0,0,0.18181818,0,0,0,0,0.09090909,0,0,0.09090909,0,0.18181818,0.09090909,0,0,0,0.09090909,0.27272727,0.18181818,0.45454546,0.09090909,0.27272727,0.18181818,0,0.18181818,0.18181818,0.27272727,0.45454546,antiviral_peptide
39,-8,5050.26,-1.22972973,0,0,0.05405405,0.21621622,0,0,0.02702703,0.08108108,0.02702703,0.13513514,0.02702703,0.10810811,0,0.10810811,0.02702703,0.08108108,0.02702703,0,0.02702703,0.02702703,0.16216216,0.72972973,0.08108108,0.21621622,0.08108108,0.35135135,0.27027027,0.08108108,0.54054054,0.16216216,0.27027027,antiviral_peptide
57,6,5285.66,-1.97948718,0.05128205,0,0.07692308,0.05128205,0.07692308,0.05128205,0.02564103,0,0.15384615,0,0,0.17948718,0.02564103,0.05128205,0.12820513,0,0,0.07692308,0,0.02564103,0.17948718,0.56410256,0.23076923,0.07692308,0.12820513,0.43589744,0.12820513,0.30769231,0.64102564,0.17948718,0.15384615,antiviral_peptide
14,-7,2283.17,-1.06666667,0.11111111,0,0.33333333,0.05555556,0,0,0,0,0,0,0,0.11111111,0,0,0,0,0,0.16666667,0,0.16666667,0.44444444,0.33333333,0.16666667,0.16666667,0.16666667,0.38888889,0.38888889,0,0.5,0.27777778,0.16666667,antiviral_peptide
18,2,3727.24,0.56129032,0,0.16129032,0,0.03225807,0.03225807,0.09677419,0,0.09677419,0.06451613,0.06451613,0,0.06451613,0.06451613,0,0.03225807,0.09677419,0.03225807,0.09677419,0,0.03225807,0.38709677,0.48387097,0.09677419,0.25806452,0.06451613,0.12903226,0.03225807,0.09677419,0.19354839,0.32258065,0.4516129,antiviral_peptide
41,-6,5112.38,-1.33243243,0,0,0.02702703,0.18918919,0,0,0.02702703,0.08108108,0.02702703,0.08108108,0.05405405,0.13513514,0,0.10810811,0.02702703,0.08108108,0.05405405,0,0.05405405,0.02702703,0.16216216,0.7027027,0.10810811,0.16216216,0.10810811,0.2972973,0.21621622,0.08108108,0.51351351,0.18918919,0.27027027,antiviral_peptide
43,-6,5113.33,-1.52972973,0,0,0.02702703,0.18918919,0,0,0.02702703,0.08108108,0.02702703,0.05405405,0.05405405,0.16216216,0,0.10810811,0.02702703,0.08108108,0.05405405,0,0.05405405,0.02702703,0.16216216,0.7027027,0.10810811,0.13513514,0.10810811,0.2972973,0.21621622,0.08108108,0.54054054,0.18918919,0.24324324,antiviral_peptide
38,-5,4976.22,-1.09189189,0.02702703,0,0.02702703,0.16216216,0,0,0.02702703,0.05405405,0.05405405,0.16216216,0,0.13513514,0,0.10810811,0,0.10810811,0.02702703,0,0.05405405,0.02702703,0.18918919,0.7027027,0.08108108,0.21621622,0.10810811,0.27027027,0.18918919,0.08108108,0.48648649,0.21621622,0.27027027,antiviral_peptide
37,-5,5048.34,-1.02162162,0.02702703,0,0.02702703,0.16216216,0,0,0.02702703,0.05405405,0.05405405,0.16216216,0,0.10810811,0,0.10810811,0,0.10810811,0.02702703,0,0.08108108,0.02702703,0.18918919,0.67567568,0.10810811,0.21621622,0.13513514,0.27027027,0.18918919,0.08108108,0.45945946,0.21621622,0.2972973,antiviral_peptide
8,-1,2525.79,0.03333333,0.0952381,0.04761905,0.04761905,0,0.04761905,0.14285714,0,0,0,0,0,0.04761905,0.19047619,0.04761905,0,0,0,0.14285714,0.14285714,0,0.33333333,0.42857143,0.19047619,0.14285714,0.19047619,0.04761905,0.04761905,0,0.14285714,0.42857143,0.38095238,antiviral_peptide
41,8,3824.31,-1.17142857,0.03571429,0,0,0,0.10714286,0,0,0.03571429,0.07142857,0.07142857,0,0.07142857,0.10714286,0.10714286,0.21428571,0.03571429,0.07142857,0.03571429,0,0,0.14285714,0.5,0.32142857,0.14285714,0.10714286,0.28571429,0,0.28571429,0.46428571,0.25,0.25,antiviral_peptide
41,8,3856.37,-1.14642857,0,0.03571429,0,0,0.10714286,0,0,0.03571429,0.07142857,0.07142857,0,0.07142857,0.10714286,0.10714286,0.21428571,0.03571429,0.07142857,0.03571429,0,0,0.14285714,0.5,0.32142857,0.14285714,0.10714286,0.28571429,0,0.28571429,0.46428571,0.21428571,0.28571429,antiviral_peptide
18,-1,2587.79,-0.56190476,0,0.0952381,0.0952381,0.04761905,0,0.0952381,0,0,0,0.0952381,0,0.0952381,0.0952381,0,0.0952381,0,0.0952381,0.0952381,0.04761905,0,0.38095238,0.42857143,0.14285714,0.19047619,0.04761905,0.23809524,0.14285714,0.0952381,0.33333333,0.28571429,0.33333333,antiviral_peptide
12,1,1938.16,-1.04E-16,0,0.13333333,0,0.06666667,0.13333333,0,0,0,0,0.06666667,0,0,0.13333333,0,0.13333333,0.13333333,0,0.06666667,0,0.06666667,0.26666667,0.33333333,0.33333333,0.13333333,0.2,0.2,0.06666667,0.13333333,0.2,0.33333333,0.4,antiviral_peptide
42,-4,5154.48,-1.24324324,0,0,0.02702703,0.13513514,0,0,0.02702703,0.10810811,0.02702703,0.05405405,0.05405405,0.16216216,0,0.10810811,0.02702703,0.08108108,0.05405405,0,0.08108108,0.02702703,0.16216216,0.67567568,0.13513514,0.16216216,0.13513514,0.24324324,0.16216216,0.08108108,0.48648649,0.18918919,0.2972973,antiviral_peptide
41,3,5062.73,-0.50526316,0.05263158,0,0.05263158,0.05263158,0,0.02631579,0,0.02631579,0.10526316,0.15789474,0.02631579,0.02631579,0,0.13157895,0.07894737,0,0.07894737,0.10526316,0.02631579,0.02631579,0.21052632,0.63157895,0.13157895,0.28947368,0.05263158,0.28947368,0.10526316,0.18421053,0.44736842,0.18421053,0.34210526,antiviral_peptide
11,2,1584.91,0.525,0,0,0,0,0,0,0,0.25,0.08333333,0.16666667,0.08333333,0.08333333,0,0.08333333,0.08333333,0,0,0,0,0.08333333,0,0.75,0.16666667,0.41666667,0.08333333,0.16666667,0,0.16666667,0.33333333,0.08333333,0.5,antiviral_peptide
28,3,4490.13,-0.12352941,0.02941177,0,0,0.05882353,0.02941177,0.08823529,0.02941177,0.11764706,0.05882353,0.14705882,0.02941177,0.05882353,0.08823529,0.02941177,0.08823529,0,0,0.02941177,0,0.08823529,0.11764706,0.64705882,0.20588235,0.29411765,0.14705882,0.23529412,0.05882353,0.17647059,0.29411765,0.32352941,0.35294118,antiviral_peptide
25,6,2466.86,-0.23684211,0,0.21052632,0,0,0.05263158,0.15789474,0,0,0,0.05263158,0,0,0,0,0.31578947,0,0,0.10526316,0,0.05263158,0.36842105,0.15789474,0.42105263,0.15789474,0.10526316,0.31578947,0,0.31578947,0.31578947,0.21052632,0.42105263,antiviral_peptide
12,0,2539.85,0.18571429,0.04761905,0.0952381,0.04761905,0,0,0.0952381,0,0,0,0.0952381,0,0.0952381,0.14285714,0,0.04761905,0,0.04761905,0.14285714,0.0952381,0,0.33333333,0.47619048,0.14285714,0.23809524,0.0952381,0.0952381,0.04761905,0.04761905,0.19047619,0.33333333,0.42857143,antiviral_peptide
20,0,2645.91,-0.31904762,0,0.0952381,0.0952381,0.04761905,0,0.0952381,0,0.04761905,0,0.0952381,0,0.04761905,0.04761905,0,0.14285714,0,0.0952381,0.0952381,0.04761905,0,0.38095238,0.38095238,0.19047619,0.23809524,0.04761905,0.28571429,0.14285714,0.14285714,0.33333333,0.23809524,0.38095238,antiviral_peptide
26,3,3950.47,-0.42666667,0.03333333,0,0,0.06666667,0.03333333,0.1,0.03333333,0.1,0.06666667,0.1,0.03333333,0.06666667,0.1,0,0.1,0,0,0.03333333,0,0.1,0.13333333,0.6,0.23333333,0.23333333,0.16666667,0.26666667,0.06666667,0.2,0.3,0.36666667,0.3,antiviral_peptide
38,8,4804.41,-1.21842105,0.05263158,0.10526316,0.02631579,0.02631579,0.02631579,0.07894737,0,0,0.21052632,0.02631579,0,0,0.10526316,0.07894737,0.05263158,0.10526316,0,0.02631579,0.02631579,0.02631579,0.36842105,0.47368421,0.13157895,0.05263158,0.07894737,0.31578947,0.05263158,0.2631579,0.39473684,0.36842105,0.21052632,antiviral_peptide
28,2,4805.41,-0.3948718,0,0.15384615,0.07692308,0,0,0.07692308,0,0.02564103,0.07692308,0.07692308,0.02564103,0.05128205,0.15384615,0.02564103,0.05128205,0,0.1025641,0.05128205,0,0.02564103,0.41025641,0.48717949,0.07692308,0.15384615,0.02564103,0.20512821,0.07692308,0.12820513,0.28205128,0.35897436,0.33333333,antiviral_peptide
21,2,4025.62,-0.23333333,0.03030303,0.18181818,0.06060606,0.03030303,0.03030303,0.09090909,0,0,0.12121212,0.03030303,0.09090909,0.03030303,0.09090909,0.03030303,0.03030303,0.06060606,0,0.06060606,0,0,0.42424242,0.48484849,0.06060606,0.09090909,0.03030303,0.24242424,0.09090909,0.15151515,0.3030303,0.27272727,0.39393939,antiviral_peptide
28,5,2979.43,-0.95909091,0,0,0.04545455,0.09090909,0.09090909,0.04545455,0,0.13636364,0.22727273,0.04545455,0,0,0,0.04545455,0.13636364,0.04545455,0,0.04545455,0,0,0.13636364,0.59090909,0.22727273,0.22727273,0.09090909,0.5,0.13636364,0.36363636,0.54545455,0.09090909,0.31818182,antiviral_peptide
35,-5,5044.39,-0.77027027,0.02702703,0,0.02702703,0.16216216,0.02702703,0,0.02702703,0.08108108,0.05405405,0.16216216,0,0.10810811,0,0.10810811,0,0.10810811,0,0,0.08108108,0,0.16216216,0.7027027,0.10810811,0.24324324,0.13513514,0.27027027,0.18918919,0.08108108,0.45945946,0.16216216,0.35135135,antiviral_peptide
11,1,1396.46,-0.76153846,0,0,0,0,0,0.15384615,0,0,0,0.07692308,0,0.07692308,0.15384615,0.07692308,0.07692308,0.23076923,0,0.07692308,0,0,0.38461539,0.46153846,0.07692308,0.15384615,0,0.07692308,0,0.07692308,0.23076923,0.53846154,0.15384615,antiviral_peptide
13,-1,2262.35,-0.15789474,0,0.05263158,0.05263158,0,0,0.05263158,0.05263158,0.05263158,0,0.05263158,0,0.10526316,0.05263158,0,0,0.21052632,0.05263158,0.10526316,0,0.10526316,0.42105263,0.42105263,0.10526316,0.21052632,0.15789474,0.10526316,0.05263158,0.05263158,0.15789474,0.52631579,0.2631579,antiviral_peptide
12,1,1574.71,-0.53333333,0,0.16666667,0,0.08333333,0.16666667,0,0,0,0,0,0,0,0.08333333,0,0.16666667,0.16666667,0,0,0,0.08333333,0.33333333,0.16666667,0.41666667,0,0.25,0.25,0.08333333,0.16666667,0.25,0.33333333,0.33333333,antiviral_peptide
12,1,1840.04,-0.85714286,0,0,0,0.07142857,0.07142857,0.07142857,0.07142857,0,0.07142857,0,0.07142857,0,0.07142857,0,0.07142857,0.14285714,0,0.07142857,0.07142857,0.07142857,0.21428571,0.42857143,0.28571429,0.07142857,0.28571429,0.28571429,0.07142857,0.21428571,0.21428571,0.42857143,0.28571429,antiviral_peptide
28,-1,4576.91,-0.18421053,0.05263158,0.15789474,0.10526316,0.02631579,0.02631579,0.10526316,0,0.02631579,0.02631579,0.05263158,0,0.02631579,0.05263158,0,0.07894737,0.05263158,0.10526316,0.05263158,0,0.02631579,0.57894737,0.2631579,0.13157895,0.13157895,0.05263158,0.23684211,0.13157895,0.10526316,0.2631579,0.39473684,0.31578947,antiviral_peptide
8,-1,2562.89,0.55714286,0.0952381,0.14285714,0.04761905,0,0.04761905,0.04761905,0,0,0,0.0952381,0,0.04761905,0.14285714,0.04761905,0,0,0.04761905,0.0952381,0.0952381,0,0.38095238,0.42857143,0.14285714,0.19047619,0.14285714,0.04761905,0.04761905,0,0.14285714,0.33333333,0.47619048,antiviral_peptide
36,-5,5032.34,-0.91081081,0.02702703,0,0.02702703,0.16216216,0.02702703,0,0.02702703,0.05405405,0.05405405,0.16216216,0,0.10810811,0,0.10810811,0,0.10810811,0.02702703,0,0.08108108,0,0.18918919,0.67567568,0.10810811,0.21621622,0.13513514,0.27027027,0.18918919,0.08108108,0.45945946,0.18918919,0.32432432,antiviral_peptide
40,-7,5109.35,-1.28108108,0,0,0.02702703,0.21621622,0,0,0.02702703,0.08108108,0.02702703,0.10810811,0.02702703,0.10810811,0,0.10810811,0.02702703,0.08108108,0.05405405,0,0.05405405,0.02702703,0.16216216,0.7027027,0.10810811,0.18918919,0.10810811,0.32432432,0.24324324,0.08108108,0.51351351,0.18918919,0.27027027,antiviral_peptide
14,1,3298.72,0.62142857,0.07142857,0.17857143,0,0.03571429,0,0.10714286,0,0.10714286,0.03571429,0.03571429,0,0.03571429,0.07142857,0,0.03571429,0.10714286,0,0.07142857,0.03571429,0.03571429,0.46428571,0.39285714,0.10714286,0.21428571,0.07142857,0.10714286,0.03571429,0.07142857,0.14285714,0.39285714,0.42857143,antiviral_peptide
41,-6,5104.35,-1.31621622,0,0,0.05405405,0.18918919,0,0,0.02702703,0.08108108,0.05405405,0.13513514,0,0.10810811,0,0.10810811,0.02702703,0.08108108,0.02702703,0,0.05405405,0.02702703,0.16216216,0.7027027,0.10810811,0.21621622,0.10810811,0.35135135,0.24324324,0.10810811,0.54054054,0.16216216,0.27027027,antiviral_peptide
14,-1,2672.97,-0.03333333,0,0.0952381,0.0952381,0,0,0.0952381,0,0,0,0.0952381,0,0.0952381,0.0952381,0,0.04761905,0,0.04761905,0.14285714,0.14285714,0,0.33333333,0.42857143,0.19047619,0.23809524,0.14285714,0.14285714,0.0952381,0.04761905,0.23809524,0.23809524,0.47619048,antiviral_peptide
24,-2,4868.35,0.04736842,0.34210526,0,0.02631579,0.13157895,0.02631579,0,0,0.02631579,0.07894737,0.10526316,0.02631579,0.02631579,0,0,0.02631579,0.02631579,0,0,0.13157895,0,0.39473684,0.39473684,0.18421053,0.13157895,0.15789474,0.2631579,0.15789474,0.10526316,0.28947368,0.36842105,0.31578947,antiviral_peptide
33,-2,5213.77,-0.82105263,0.18421053,0,0.02631579,0.21052632,0.02631579,0,0,0.02631579,0.15789474,0.10526316,0.02631579,0.02631579,0,0,0.02631579,0.02631579,0,0,0.13157895,0,0.23684211,0.55263158,0.18421053,0.13157895,0.15789474,0.42105263,0.23684211,0.18421053,0.44736842,0.21052632,0.31578947,antiviral_peptide
38,-7,4910.14,-1.21944444,0,0,0.02777778,0.22222222,0,0.02777778,0,0.08333333,0.02777778,0.11111111,0.02777778,0.11111111,0,0.11111111,0.02777778,0.08333333,0.02777778,0,0.05555556,0.02777778,0.16666667,0.69444444,0.11111111,0.19444444,0.08333333,0.30555556,0.25,0.05555556,0.52777778,0.16666667,0.27777778,antiviral_peptide
39,-7,4990.23,-1.29722222,0,0,0.02777778,0.22222222,0,0,0.02777778,0.08333333,0.02777778,0.11111111,0.02777778,0.11111111,0,0.11111111,0.02777778,0.08333333,0.02777778,0,0.05555556,0.02777778,0.13888889,0.72222222,0.11111111,0.19444444,0.11111111,0.33333333,0.25,0.08333333,0.52777778,0.16666667,0.27777778,antiviral_peptide
39,-7,5121.4,-1.15945946,0,0,0.02702703,0.21621622,0,0,0.02702703,0.08108108,0.02702703,0.13513514,0.02702703,0.10810811,0,0.10810811,0.02702703,0.08108108,0.02702703,0,0.05405405,0.02702703,0.13513514,0.72972973,0.10810811,0.21621622,0.10810811,0.32432432,0.24324324,0.08108108,0.51351351,0.16216216,0.2972973,antiviral_peptide
